Unnamed: 0,sentence,sentence_length
8223,the conventional forces in europe treaty is considered a key arms control treaty,68
8224,the villagers are inadvertently involving themselves in drug trafficking,64
8225,the russian government strongly opposes us plans to install antimissile defenses in europe and dismisses us assertions that the interceptors are needed to defend against threats from iran,160
8226,the chinese government gave active cooperation and assistance to the organization for the prohibition of chemical weapons inspections,116
8227,the statement did not specify the quantity of warheads the missile is capable of carrying,75
8228,it is a serious threat to international security,41
8229,many of the attacks originated abroad,32
8230,if japan rises to the occasion japan will never be beaten even in terms of military power,73
8231,egypt and jordan have signed the nuclear nonproliferation treaty and have long called for a middle east free of weapons of mass destruction,117
8232,myanmar is a military state,23
8233,it did not say if the men had been hanged in prison,40
8234,the iranian government denied the accusation and insists the nuclear program is for peaceful purposes only,91
8235,the proliferation security initiative calls for stopping and searching ships suspected of carrying weapons of mass destruction,110
8237,the lawyer of michael karras named ss dhillon could not be reached for comment,65
8238,the countries oppose the weaponization of space and an arms race in space,61
8239,illegal arms trafficking increases in kenya due to easy availability and neighboring conflicts,82
8241,drug traffickers face the death penalty under tajik law,47
8242,international atomic energy association is the united nations watchdog,62
8243,wen states that the main purpose of the germany visit is to advance trade economic and technological exchanges,93
8245,zahedan is a city in southeastern,28
8246,president putin stated that russia would take countermeasures,54
8247,china has so far balked against united states pressure on china to stop and search north korean ships,84
8248,the accused will be charged with international drug trafficking,55
8249,indian defense ministry has increased spending on defense purchases,59
8250,the iaea report is restricted,25
8251,sheik doon salad ilmi said civilian casualties resulting from overnight mortar and rocket attacks happen every day,98
8252,the south african government maintains very good relations with the united states government,80
8254,blix stated that it is essential to increase efforts to eliminate nuclear arms and weapons of mass destruction,93
8255,physicist danilov was convicted of selling classified information on space technology to china,82
8256,the abductee support group hopes parliament will change the laws soon,59
8257,do quy doan is a spokesman for the vietnamese ministry of culture and information,68
8258,government initiatives to disarm have been ineffective,48
8259,putin stated that the russian government could withdraw from the treaty altogether if western nations refuse to ratify the amended treaty,117
8260,russia ratified the amended version of the treaty,42
8261,elbaradei is the international atomic energy agency chief,50
8262,chinese foreign ministry spokeswoman jiang yu stated that cyber hacking is a global issue,76
8263,cyber attacks are considered a growing threat to military and civilian computer networks,76
8265,sharia is islamic law,18
8266,iran lies on a major drug route between afghanistan and europe and the persian gulf states,75
8267,it will be hosted by the australian government,39
8270,tibet suspects chinese government of creating the virus to spy on tibetan exiles and the dalai lama,83
8271,chinese authorities were not immediately available for comment,55
8272,a group representing mainly white south africans called afriforum stated it would organize protests along the route to zimbabwe,109
8273,ahmad is fighting extradition to the united states and lodged a formal complaint alleging that british police concocted intelligence reports to implicate ahmad in terror activities and desecrated the koran,176
8274,russia has ratified the amended version but the united states and other nato members have refused to do so until the russian government withdraws troops from the former soviet republics of moldova and georgia,175
8275,the part of the purpose of the united states plan is to increase pressure on north korea,72
8276,tskhinvali is the capital of georgia,31
8278,japanese prime minister junichiro koizumi said the shift of the rods was proactive,70
8280,a key european arms control treaty must be maintained,45
8281,the united states dismissed the action as nuclear blackmail,51
8282,the ministers from china laos india myanmar and thailand will also address crop substitution initiatives for impoverished ethnic minorities who still rely on opium cultivation,151
8283,china is a nuclear power and member of the un security council,51
8284,north korean officials are suspected of building nuclear weapons,56
8285,the extradition conditions stipulate that the tunisian can only be prosecuted for the single charge of falsifying documents that italian authorities can provide sufficient evidence to prosecute,167
8286,the attacks are believed to have come from russian administration ip addresses in response to the relocation of a soviet statue in estonia,116
8287,india and pakistan remain outside the treaty,38
8288,china is a member of the ballistic missile club,39
8289,russia may pull out of the treaty if the us and other nato allies refuse to ratify the amended version,83
8290,this is particularly true in the poorest countries,43
8292,russia said the system is a clear threat to russian security,50
